Initiator,Receiver
8,0
3,2
3,2
9,0
6,8
3,1
3,4
2,4
6,4
6,9
9,6
9,2
9,4
3,6
8,7
3,0
5,2
3,8
4,9
4,8
6,8
3,1
6,0
2,4
8,2
3,8
6,2
9,8
3,1
9,5
4,0
8,4
5,6
7,8
4,0
3,6
5,6
5,2
3,9
7,0
5,8
8,0
3,8
2,0
2,8
1,6
1,0
5,4
5,6
2,4
3,0
3,1
1,2
7,1
3,6
3,5
5,0
5,8
7,8
1,8
8,7
7,1
9,6
8,0
3,0
5,9
2,6
9,0
6,8
3,9
4,1
7,2
6,7
0,9
2,9
5,8
5,2
0,3
0,4
3,5
5,8
5,2
0,1
7,4
7,6
0,3
5,1
8,6
6,7
0,2
6,1
4,9
1,7
6,3
0,1
3,9
5,2
8,2
0,6
0,7
3,2
0,1
0,4
7,6
7,0
0,7
2,5
2,3
0,3
1,5
1,4
0,5
7,9
6,1
0,9
2,9
0,1
4,5
3,5
4,9
4,5
8,5
5,9
6,4
2,5
8,1
2,8
6,0
0,1
7,5
7,1
7,3
3,1
6,1
1,9
2,4
4,9
8,9
2,4
3,6
1,5
0,5
7,1
1,4
3,1
6,4
1,9
8,1
8,5
2,9
7,4
3,6
6,5
6,0
3,9
0,8
4,7
6,9
1,5
3,8
4,1
8,1
9,5
6,9
6,9
4,9
2,3
2,4
3,7
8,4
0,4
8,7
0,1
7,5
3,5
4,5
7,8
1,9
3,1
5,3
8,9
3,2
2,3
6,9
6,5
2,3
7,5
3,9
0,7
4,8
2,5
2,0
8,1
3,8
8,1
8,6
1,9
0,8
3,1
2,8
