Initiator,Receiver
9,3
2,9
9,5
3,2
5,4
7,3
0,1
1,5
3,8
2,5
1,8
2,9
7,6
2,9
7,4
2,7
4,1
9,0
2,4
0,5
0,9
4,9
1,0
4,6
7,5
8,9
6,7
4,6
2,6
5,6
2,0
1,5
3,6
1,6
1,5
1,8
6,4
4,5
8,3
6,7
3,8
6,8
1,3
4,5
3,8
9,3
2,1
7,4
2,5
3,6
4,8
5,8
5,4
0,8
5,8
4,6
4,8
2,1
2,5
2,0
3,0
0,8
2,9
1,3
1,0
0,6
4,6
9,8
2,4
0,7
3,5
9,5
2,8
5,8
0,6
3,4
2,8
9,5
1,6
0,5
2,9
5,8
9,6
4,3
1,0
5,7
3,0
3,8
1,6
0,7
4,5
1,3
2,3
4,3
9,3
2,8
8,7
3,8
3,2
2,4
5,7
3,1
4,9
5,4
4,8
2,4
4,8
4,8
7,0
3,4
3,8
1,4
3,2
9,6
9,0
0,8
4,8
3,0
3,0
1,8
6,3
6,8
9,5
2,0
7,3
1,2
6,0
6,8
8,7
6,9
6,4
0,4
0,3
1,3
4,3
0,3
5,7
2,1
0,7
0,5
1,9
0,3
1,9
2,4
1,3
6,7
0,4
6,1
9,5
9,8
9,7
1,3
6,3
5,4
0,8
1,5
6,8
6,1
2,3
5,3
8,5
8,5
4,5
9,4
0,7
2,9
8,4
0,7
9,3
2,3
9,5
1,3
6,8
4,8
6,4
6,2
1,3
9,0
1,0
0,3
6,5
1,5
2,7
1,0
2,1
2,4
0,1
6,1
1,4
9,4
6,7
2,9
5,3
6,3
5,9
4,3
9,2
8,5
5,7
2,4
