Initiator,Receiver
6,8
9,0
3,2
9,0
1,0
2,4
4,6
8,5
3,2
3,7
2,4
7,8
4,5
0,4
0,4
6,1
7,4
8,9
5,9
6,2
8,5
3,5
9,8
8,4
3,2
0,4
3,2
2,4
8,0
5,9
5,6
2,0
2,3
7,2
9,4
0,6
8,2
3,6
8,2
3,5
1,0
7,3
5,0
8,9
7,4
7,2
7,0
3,9
3,9
0,6
7,6
2,0
5,4
2,7
0,6
2,5
1,8
0,4
4,7
0,5
1,6
9,2
4,6
4,0
2,9
2,6
4,6
1,9
2,7
4,9
8,3
4,2
9,6
0,6
2,8
4,7
9,7
0,9
0,1
1,5
0,7
2,5
3,5
0,8
9,3
0,6
5,7
4,8
5,7
9,4
1,3
9,1
4,8
4,7
9,7
3,5
8,3
3,8
4,2
8,6
7,5
4,6
4,1
4,2
9,8
8,2
8,3
4,6
0,7
4,3
9,6
2,6
8,0
1,6
6,7
6,7
6,9
8,6
3,5
1,0
9,0
3,5
4,6
6,1
3,7
6,7
3,5
5,8
2,6
6,5
9,0
6,7
0,2
5,3
5,2
5,3
6,1
1,8
5,2
4,3
5,3
4,9
3,6
4,2
5,3
2,0
0,3
2,9
2,7
5,0
3,6
4,1
0,9
3,7
7,8
4,8
5,8
9,7
2,8
3,9
9,7
7,1
6,8
3,7
5,0
7,8
4,3
2,6
4,3
4,3
6,2
2,3
0,8
3,9
5,4
1,8
3,7
3,9
5,2
4,1
3,9
1,0
3,8
9,7
3,0
6,1
4,6
1,7
5,9
5,9
8,3
9,7
0,9
5,9
4,7
4,3
4,9
4,2
4,8
5,8
