Initiator,Receiver
2,5
9,3
3,0
2,3
9,5
2,3
9,4
5,2
4,8
5,0
2,4
5,6
7,2
4,1
7,9
6,0
8,1
0,6
9,5
7,8
4,0
7,8
4,8
0,9
6,4
5,8
2,0
2,1
0,6
6,3
4,1
0,3
7,6
8,0
4,9
2,6
5,0
9,0
6,8
5,7
7,3
7,2
7,0
0,1
2,7
2,6
7,1
7,3
4,7
9,2
8,2
0,7
5,2
3,5
6,0
3,6
5,9
8,6
4,3
2,6
2,6
2,1
6,4
4,9
0,2
6,3
2,5
5,0
8,5
3,2
7,1
5,0
9,3
8,7
6,2
1,8
4,2
6,3
8,2
2,9
7,1
0,4
8,1
3,9
4,1
3,9
3,0
7,4
6,8
4,6
6,2
5,7
8,7
0,8
6,7
6,1
9,3
6,2
3,2
7,2
0,4
6,7
0,4
6,9
6,0
2,5
2,7
2,9
9,5
8,9
7,1
2,5
2,7
1,4
2,9
2,0
3,6
2,9
4,8
4,6
7,8
4,5
4,0
4,8
2,0
4,1
9,5
6,4
9,1
2,6
4,9
9,5
2,3
7,9
2,0
2,1
6,0
9,1
2,8
8,3
6,9
2,1
2,8
7,5
2,1
2,4
4,3
6,4
7,1
2,6
7,5
3,1
9,5
0,3
6,7
6,1
8,9
3,1
2,0
8,5
0,5
3,0
6,9
3,1
6,5
0,9
6,7
3,0
1,5
4,5
8,3
8,4
8,5
9,7
2,1
7,4
0,5
6,5
0,5
9,3
0,5
2,0
9,4
6,7
2,8
9,0
0,6
9,8
6,7
9,5
2,8
3,4
6,0
8,7
0,5
6,4
3,7
6,4
4,5
7,3
