Initiator,Receiver
7,4
2,7
9,4
1,6
4,3
9,8
9,0
6,2
7,3
7,8
6,2
8,4
7,8
8,4
1,6
1,6
1,2
6,5
3,6
1,4
1,7
5,7
5,6
7,2
1,2
4,6
7,5
6,9
0,8
6,1
7,0
7,8
4,1
6,7
7,0
8,0
6,2
3,9
6,1
7,0
4,9
5,3
2,9
6,2
5,9
0,3
8,5
3,5
0,8
1,3
3,7
5,3
1,7
7,4
3,2
7,9
1,8
8,4
1,4
1,5
6,2
6,7
0,3
3,2
5,9
5,9
4,8
0,5
6,0
6,1
0,3
5,1
0,7
0,1
0,7
6,4
2,9
0,4
0,4
6,7
7,3
3,7
4,0
3,8
5,2
6,4
4,5
7,9
6,2
6,4
6,1
7,4
8,3
1,4
6,4
3,9
3,1
2,1
5,8
7,3
2,0
5,9
2,4
3,5
6,4
6,4
5,4
2,4
8,1
5,1
0,1
3,9
4,1
6,2
9,1
0,9
8,0
7,8
2,8
2,1
6,4
7,3
8,9
7,0
2,4
8,7
3,1
4,1
8,7
4,7
2,0
8,1
7,5
7,0
6,5
7,1
3,5
7,1
6,7
7,5
6,8
2,5
6,7
6,4
2,7
8,1
5,3
2,4
3,7
0,1
7,9
2,9
2,5
5,1
5,1
3,0
7,4
0,4
3,0
8,1
4,5
6,4
8,4
3,2
5,9
8,3
8,0
7,9
3,1
2,7
3,9
5,9
9,1
7,3
5,9
6,0
5,4
5,0
6,1
7,1
6,2
5,4
6,1
2,9
6,2
7,1
7,1
0,7
3,7
8,0
5,3
9,1
8,4
8,1
7,9
5,4
3,7
4,8
2,0
2,0
