Initiator,Receiver
3,6
0,6
9,2
8,2
1,3
1,2
2,9
2,7
3,1
8,6
4,1
8,0
0,2
3,4
6,8
2,5
5,6
8,6
4,5
6,3
7,8
4,3
6,9
2,7
3,4
3,7
6,5
8,2
5,2
5,7
3,5
8,0
3,1
1,9
4,7
2,9
3,4
2,1
6,4
5,0
8,9
5,9
4,0
5,1
2,8
5,1
9,0
6,9
5,0
8,9
1,7
2,6
5,9
3,1
7,6
8,4
9,2
4,1
3,6
5,1
5,0
3,1
5,1
8,9
8,3
8,0
8,0
4,7
1,7
5,2
4,1
5,3
4,0
8,4
9,4
1,2
7,1
2,1
2,6
4,7
5,4
1,0
9,5
5,0
7,5
0,5
8,6
7,3
8,6
7,2
0,1
7,5
8,6
9,0
2,1
9,2
3,2
7,9
2,6
8,0
3,9
7,5
7,8
8,0
3,1
7,8
9,5
9,5
3,4
3,5
6,1
3,1
7,5
1,0
3,0
9,8
7,3
2,0
6,1
2,4
8,0
7,4
7,3
0,4
3,5
3,4
7,1
6,3
9,1
2,0
0,4
7,4
5,7
8,3
8,4
4,7
6,4
2,5
8,4
5,4
8,6
2,0
9,3
4,7
9,7
5,6
0,9
8,1
5,9
1,4
5,7
5,7
3,2
2,9
4,6
8,0
2,7
9,4
0,6
7,4
8,3
8,9
5,7
9,2
4,1
2,0
8,1
1,4
4,7
7,4
3,0
8,1
5,8
0,9
3,0
3,1
2,4
8,1
3,9
9,4
6,4
5,9
8,4
9,4
3,0
0,4
5,7
3,4
6,1
3,8
8,4
3,6
2,4
9,4
8,5
9,0
8,1
5,6
9,4
6,4
