Initiator,Receiver
9,0
5,4
7,0
5,1
4,1
9,0
9,8
5,2
9,2
6,3
3,7
5,0
9,7
3,7
5,2
6,2
0,7
4,6
5,3
8,3
0,6
9,0
9,5
0,3
1,2
1,6
8,7
4,8
1,6
3,4
3,0
8,9
0,6
4,6
3,2
9,8
0,6
8,6
6,7
6,4
5,8
5,9
5,2
2,1
3,8
8,5
3,7
8,2
9,2
6,9
8,4
6,4
0,9
3,2
0,7
2,4
9,5
1,2
3,4
6,4
8,3
8,9
1,6
3,1
3,7
5,8
1,0
9,2
0,7
5,7
4,9
8,5
5,1
7,2
0,9
5,3
3,4
8,2
5,8
6,0
9,3
0,7
5,7
8,7
8,2
4,7
1,2
3,5
1,4
0,2
1,4
5,6
8,6
3,0
4,7
0,6
2,7
5,2
1,2
5,1
0,8
7,8
9,8
7,2
7,3
7,6
5,3
9,0
5,4
7,6
7,9
3,4
0,6
1,9
6,2
5,4
1,8
0,2
1,8
4,3
5,1
4,2
0,3
6,2
3,1
6,9
7,1
6,2
7,2
0,9
5,3
4,1
2,9
4,2
5,6
0,8
1,8
7,0
0,9
6,8
5,2
0,2
4,1
0,3
7,0
6,2
3,4
7,1
3,5
0,9
2,8
0,6
4,2
7,1
4,6
0,1
3,5
7,5
9,4
3,2
4,6
7,0
4,6
0,2
0,8
3,8
6,4
3,9
1,8
0,1
0,3
6,3
3,2
9,5
3,8
6,2
0,2
0,8
5,0
6,9
9,1
2,6
1,9
0,5
7,3
4,1
9,6
3,6
7,3
1,4
9,8
1,3
1,9
1,8
2,4
3,5
0,8
7,4
3,9
9,8
