Initiator,Receiver
9,2
5,2
3,0
6,8
9,4
4,0
0,8
6,3
0,2
8,1
6,4
9,6
0,3
6,2
6,9
0,7
2,5
1,3
3,4
9,3
7,2
1,2
2,0
2,1
4,1
5,8
5,7
4,1
9,4
5,3
9,8
6,7
3,8
5,1
6,3
5,3
7,3
4,3
1,8
9,8
6,2
7,3
5,4
5,2
3,9
5,7
5,4
6,8
6,7
5,8
9,3
3,1
1,8
4,3
8,5
9,1
5,4
3,9
9,1
9,7
0,5
0,1
2,1
6,5
7,8
5,6
2,4
2,4
4,2
4,7
2,9
4,7
4,2
5,4
6,7
0,7
3,6
9,1
5,3
5,9
0,7
2,3
0,8
8,2
4,1
5,1
6,9
3,8
6,9
5,4
4,2
5,7
9,3
4,3
6,2
5,7
6,4
5,1
1,0
2,8
5,9
9,6
9,1
6,2
7,4
9,1
5,8
9,3
2,0
6,8
7,0
4,1
3,9
5,2
6,8
6,3
3,0
5,4
4,7
0,3
9,3
1,5
1,9
0,4
0,8
6,7
2,5
2,5
2,4
1,0
1,2
1,2
6,3
4,3
1,6
6,4
2,4
0,5
0,3
6,4
3,5
4,5
7,8
9,3
2,4
0,4
1,7
9,5
9,3
2,5
4,7
6,2
5,8
9,8
1,9
2,4
2,3
0,5
1,0
0,3
2,4
0,4
4,8
7,4
6,3
6,5
1,7
4,5
6,5
1,4
7,5
6,1
9,4
6,7
2,4
1,6
0,8
2,4
9,4
4,8
9,7
9,4
4,5
9,0
1,5
9,8
3,8
9,4
8,3
0,7
8,3
0,5
1,7
2,8
0,5
1,6
2,8
1,8
1,9
1,5
