Initiator,Receiver
0,5
9,5
9,5
6,1
3,8
9,5
1,4
1,4
9,8
7,8
9,7
5,1
5,8
9,0
2,7
2,5
9,8
3,6
1,3
5,0
5,7
9,5
9,1
1,6
9,6
4,1
2,7
2,7
3,8
2,3
9,8
7,8
2,7
4,7
7,4
9,7
7,4
9,5
3,5
3,0
2,3
8,0
7,9
7,8
9,2
1,5
5,6
3,6
3,5
7,6
3,8
5,4
7,9
2,8
3,8
7,0
8,3
3,4
8,4
3,8
3,5
1,8
7,5
2,4
6,0
7,5
2,9
2,4
9,6
9,3
9,6
7,4
3,0
7,0
7,3
3,5
2,1
6,0
3,4
5,6
7,6
9,4
1,0
2,1
2,7
2,8
7,2
1,5
7,6
2,3
0,6
3,8
0,4
1,0
1,7
7,4
0,6
7,5
6,4
1,2
7,4
0,5
7,0
6,4
9,5
3,6
0,5
4,7
8,0
4,5
3,1
8,5
4,7
8,4
2,6
2,5
4,7
9,6
9,8
9,5
4,0
0,7
9,7
1,7
2,8
3,2
3,1
1,5
1,0
9,7
4,8
4,6
0,6
7,6
2,3
4,7
2,0
5,7
3,7
3,1
3,7
9,6
8,2
5,8
8,6
9,6
1,8
3,8
9,2
0,9
9,5
6,7
5,7
2,9
3,6
2,7
4,6
5,0
9,8
9,3
1,7
6,8
4,0
3,7
4,6
2,3
8,5
2,5
2,3
4,6
5,7
2,0
4,5
6,7
2,3
7,6
9,7
4,1
3,0
5,9
2,0
0,7
8,0
3,4
1,6
6,7
9,0
4,7
2,5
3,8
3,7
4,2
1,7
5,4
2,8
2,7
5,7
2,1
2,7
1,0
