Initiator,Receiver
7,4
2,7
4,9
1,6
4,3
8,9
0,9
2,6
7,3
7,8
6,2
8,4
8,7
8,4
1,6
1,6
1,2
5,6
3,6
4,1
1,7
5,7
5,6
7,2
1,2
4,6
7,5
6,5
8,0
6,1
7,0
7,8
4,1
6,7
7,0
8,0
6,2
9,3
6,1
7,0
4,9
3,5
2,9
6,2
9,5
0,3
8,5
3,5
8,0
1,3
3,7
3,5
7,1
7,4
3,2
7,9
1,8
8,4
1,4
1,5
6,2
6,7
0,3
3,2
9,5
5,9
4,8
0,5
6,0
6,1
3,0
1,5
7,0
1,0
7,0
6,4
2,9
4,0
0,4
6,7
7,3
3,7
4,0
3,8
2,5
6,4
4,5
7,9
6,2
6,4
6,1
7,4
8,3
1,4
6,4
3,9
3,1
9,8
6,9
4,8
0,3
6,9
2,5
6,4
7,5
7,5
6,5
2,5
1,8
1,5
1,0
9,3
1,4
6,2
9,1
9,0
8,0
7,8
2,8
1,2
6,4
7,3
9,8
7,0
4,2
8,7
1,3
1,4
7,8
4,7
2,0
1,8
7,5
7,0
6,5
7,1
3,5
1,7
6,7
7,5
6,8
2,5
6,7
6,4
7,2
1,8
3,5
4,2
3,7
1,0
9,7
9,2
2,5
1,5
1,5
3,0
7,4
4,0
3,0
1,8
4,5
6,4
4,8
3,2
9,5
3,8
0,8
9,7
3,1
7,2
9,3
9,5
9,1
7,3
9,5
6,0
4,5
0,5
6,1
1,7
6,2
4,5
6,1
9,2
6,2
1,7
7,1
0,7
3,7
0,8
3,5
9,1
4,8
1,8
9,7
4,5
3,7
4,8
2,0
2,0
