Initiator,Receiver
6,8
6,0
8,0
1,7
3,2
4,2
9,4
3,7
7,1
5,4
8,4
8,4
3,2
0,9
6,3
6,0
8,9
7,4
0,4
6,4
9,5
5,0
3,8
9,3
6,4
5,6
4,0
9,0
3,0
7,5
9,4
2,8
9,6
3,4
9,5
2,3
9,8
9,4
0,9
3,9
6,0
3,4
5,0
9,6
9,7
3,1
6,8
1,8
6,7
7,0
1,9
3,9
7,5
3,0
9,1
8,4
9,5
3,9
9,0
3,5
8,7
1,6
2,3
1,3
2,9
9,7
1,5
1,5
6,2
7,5
7,0
7,8
6,8
7,8
1,0
7,0
8,5
1,0
0,9
8,2
6,3
5,7
2,8
0,8
7,3
1,9
8,5
8,7
1,4
5,2
6,4
0,1
6,2
0,8
6,1
9,3
6,4
0,3
8,3
4,1
2,4
7,5
7,1
8,1
6,1
2,6
2,4
0,4
7,3
5,7
6,8
0,6
8,4
6,5
6,5
0,7
4,5
8,7
6,3
9,7
6,2
3,4
0,4
8,5
0,6
9,3
9,1
1,0
8,9
1,9
1,5
1,7
1,7
4,0
6,2
9,0
1,9
1,0
1,7
6,1
6,1
2,7
6,9
9,4
1,3
5,1
2,9
8,7
9,4
0,3
2,4
1,4
7,8
6,7
9,3
1,7
5,7
2,5
2,0
8,4
8,5
6,8
2,4
6,7
2,3
1,4
7,0
8,4
4,5
6,9
9,0
1,0
6,0
5,0
1,4
9,4
8,3
0,4
6,5
2,3
8,3
8,4
8,1
3,0
6,7
8,0
5,4
2,5
9,1
2,9
3,4
2,4
2,8
9,3
8,6
2,0
1,0
3,4
9,7
6,4
