Initiator,Receiver
3,8
4,6
4,5
0,5
1,0
7,6
9,8
7,5
5,0
9,1
9,7
8,3
2,9
9,1
4,6
1,6
3,8
9,5
7,1
2,4
1,6
7,5
1,4
4,8
0,9
0,5
1,2
8,3
1,4
1,9
6,9
6,7
1,4
0,4
6,7
3,8
0,2
6,4
7,5
7,5
4,9
4,2
0,8
6,1
6,4
2,7
1,9
7,4
2,9
1,4
7,9
0,2
2,4
2,8
6,9
1,7
6,9
0,3
0,6
0,9
6,1
8,5
6,9
8,6
0,5
6,7
0,4
4,6
8,7
0,7
6,9
2,4
8,9
0,5
6,9
2,3
6,7
6,1
4,8
0,4
3,7
1,9
1,5
0,9
2,4
3,4
6,8
8,7
1,4
2,5
0,3
8,5
1,5
8,9
0,1
5,7
6,4
6,8
3,1
4,1
8,2
6,2
4,1
0,4
7,9
8,1
3,9
6,7
4,5
3,8
8,7
4,8
7,5
2,1
8,2
8,7
3,2
2,3
0,7
3,1
4,5
3,1
0,1
0,5
0,8
5,9
3,7
3,5
5,7
0,5
4,5
0,8
0,5
0,9
3,5
0,8
1,2
6,8
6,3
0,4
7,9
6,8
2,3
1,7
1,5
1,5
3,7
8,5
3,5
9,3
6,8
6,5
0,3
1,9
0,8
1,8
3,1
0,9
3,9
4,8
2,9
6,8
8,7
6,3
5,9
4,7
6,7
0,9
6,9
0,6
2,7
6,5
0,8
0,6
3,5
1,4
7,8
0,7
0,2
6,1
0,3
6,7
6,4
3,2
0,9
3,5
8,5
8,4
1,7
3,4
3,8
6,2
2,8
1,5
8,7
1,4
0,7
0,4
1,5
5,7
