Initiator,Receiver
3,9
7,0
2,9
7,3
6,8
6,3
6,8
6,5
8,7
4,1
6,5
7,3
2,5
8,5
4,1
8,0
7,3
8,5
4,8
8,0
7,4
4,5
4,5
1,4
2,0
1,5
0,3
7,1
6,5
4,6
7,3
8,9
6,5
3,5
8,4
4,9
8,7
2,9
2,0
2,9
2,7
0,5
5,0
6,5
0,2
8,1
1,2
8,5
6,9
4,9
1,7
2,3
5,3
3,5
8,3
1,3
5,9
1,6
9,2
2,5
7,4
6,4
9,4
3,9
1,9
6,3
9,2
2,9
6,5
5,9
6,9
4,0
0,1
4,9
9,5
6,9
4,5
2,9
2,7
6,7
2,5
4,2
8,7
0,4
6,5
6,0
1,2
5,1
0,2
5,2
8,3
0,1
5,8
0,3
7,1
0,9
2,9
6,9
7,3
0,3
5,3
4,7
9,1
5,2
6,8
5,3
5,9
4,8
0,7
3,7
2,3
4,7
9,7
4,0
8,3
8,2
5,3
0,7
9,8
0,7
2,7
4,8
5,3
7,1
4,1
6,1
0,9
6,2
3,7
7,1
3,1
7,1
2,3
4,3
6,8
9,1
8,2
5,8
0,3
8,1
8,6
5,6
8,7
8,3
7,2
5,9
8,2
3,9
7,1
4,9
0,6
5,6
4,2
5,4
5,6
8,1
4,1
9,2
6,9
5,9
9,1
5,6
3,7
2,7
6,2
8,7
4,3
2,0
3,1
0,8
9,8
5,7
5,7
8,6
5,7
0,1
5,4
8,0
5,7
4,3
5,8
5,8
9,1
6,4
6,9
0,2
5,2
0,3
5,4
7,3
2,4
9,3
2,6
5,6
4,9
8,9
2,5
3,9
9,3
8,1
