Initiator,Receiver
7,8
0,1
9,2
7,9
2,6
1,9
8,3
0,8
1,5
0,3
6,8
7,9
9,8
4,1
2,4
6,3
1,6
7,1
7,9
2,6
4,8
7,9
7,9
4,1
1,4
7,2
8,6
3,2
7,5
7,9
5,4
8,5
7,1
0,3
5,9
7,9
5,9
1,5
1,9
1,5
2,6
1,2
2,9
1,9
2,4
9,0
9,5
9,1
9,0
3,0
9,0
7,8
8,7
9,2
3,5
9,7
4,0
9,2
4,5
7,1
7,8
4,3
9,8
7,5
9,5
7,8
2,6
4,7
9,1
2,6
9,1
6,3
7,3
1,6
4,0
7,6
7,5
5,0
7,3
7,3
1,0
9,5
9,4
2,5
4,2
9,5
4,5
6,2
5,6
4,0
1,0
6,8
9,5
7,2
7,0
0,9
7,3
7,3
9,6
2,0
4,2
8,9
1,3
0,5
7,5
0,5
7,8
0,9
4,8
1,5
1,5
8,7
2,3
7,6
1,3
1,2
7,4
0,8
1,7
3,9
1,8
1,2
7,8
0,9
1,7
4,3
8,9
7,3
2,9
9,2
4,6
1,8
7,2
1,8
4,9
3,9
7,4
2,6
4,6
2,5
0,8
0,6
1,0
0,5
0,8
2,6
8,3
2,6
1,5
7,8
8,9
8,9
7,4
7,5
2,9
0,4
4,8
1,2
2,6
1,8
4,8
2,8
7,5
8,9
4,5
7,8
1,8
2,5
7,9
0,9
1,6
8,6
1,6
0,8
2,9
0,9
1,9
1,6
2,8
0,8
5,6
8,2
1,2
3,6
0,2
2,5
2,9
0,1
0,2
4,6
9,6
7,6
2,8
1,6
1,2
0,9
4,5
2,4
7,9
5,6
