Initiator,Receiver
7,3
0,6
0,9
1,8
1,5
2,9
1,8
2,6
9,8
1,6
3,9
9,5
5,0
4,1
1,8
6,9
3,9
5,6
8,0
9,6
7,6
1,6
3,8
2,4
1,8
4,7
2,8
3,2
5,1
4,3
3,1
5,4
5,1
5,9
3,1
0,2
4,7
9,6
2,1
7,1
3,2
3,2
5,1
2,4
6,4
3,1
5,9
5,6
0,8
7,0
5,8
9,3
3,6
9,1
3,9
0,1
0,2
2,0
5,9
3,8
7,6
3,5
4,6
7,4
6,3
3,6
0,2
9,8
3,1
4,5
0,2
4,2
5,9
0,8
3,2
6,8
3,2
4,1
3,2
0,4
4,2
8,5
6,2
8,1
0,4
0,5
2,1
8,0
6,2
2,5
3,5
8,5
4,1
0,1
9,4
1,2
9,5
7,4
3,1
4,2
3,2
3,4
6,1
8,2
3,5
8,7
3,6
9,2
0,9
9,7
8,0
8,3
4,7
2,3
7,4
8,2
2,3
9,0
7,9
7,1
7,9
7,6
0,9
1,5
8,5
2,7
7,6
9,1
9,5
8,1
7,4
9,5
9,4
4,5
0,1
6,9
4,1
7,0
8,3
2,6
4,5
0,5
7,5
8,0
9,5
6,9
0,5
0,9
0,9
4,1
9,1
1,3
2,8
4,6
8,4
7,4
2,9
0,9
8,5
7,3
8,6
2,4
8,7
6,1
6,3
2,0
7,0
7,9
6,1
0,9
4,3
1,6
8,2
7,3
0,1
9,0
6,3
8,1
4,0
7,1
7,4
8,0
7,4
1,5
7,5
2,4
9,3
2,4
2,4
7,4
9,3
2,7
7,9
4,5
8,5
1,5
8,7
4,1
8,3
2,3
