Initiator,Receiver
9,1
5,0
9,0
8,1
2,8
7,3
0,8
4,6
8,1
0,2
2,8
2,8
2,6
0,1
5,8
4,0
4,9
8,6
0,5
9,5
5,1
0,4
0,1
0,6
9,5
9,5
2,3
9,1
7,2
8,1
9,6
9,8
2,4
9,0
7,3
7,1
7,4
9,3
0,6
0,3
7,3
2,4
0,7
0,8
9,8
5,2
5,6
0,3
7,8
9,3
9,6
0,6
9,0
3,6
5,1
9,2
9,5
2,6
9,3
0,2
7,5
0,9
4,2
2,6
5,8
5,8
8,1
2,8
7,3
7,3
4,8
0,8
7,8
2,8
9,0
6,8
5,3
6,8
1,9
9,6
7,6
3,5
0,8
3,6
8,5
0,6
1,8
2,1
3,6
8,3
6,7
9,5
4,8
6,2
6,8
8,3
2,7
8,5
9,1
0,6
6,2
5,7
0,3
4,5
9,1
4,2
6,9
6,7
0,5
6,4
6,0
4,1
5,1
6,9
5,7
9,7
1,3
0,1
0,5
4,2
4,1
6,4
6,9
6,0
8,7
0,8
0,9
1,7
0,1
7,6
0,7
7,6
7,6
9,2
7,6
1,2
7,3
9,2
7,4
3,1
7,1
0,6
3,2
7,9
7,8
8,1
7,8
0,5
0,8
3,8
7,3
8,5
0,4
4,8
5,1
0,9
5,3
0,4
1,5
7,0
0,3
7,4
6,1
1,4
2,6
4,9
3,8
9,3
9,2
0,2
9,3
3,4
8,1
2,4
7,8
2,6
0,9
7,3
9,4
5,6
0,4
5,1
2,5
3,2
8,1
4,2
0,1
3,6
9,8
0,4
7,1
1,5
4,7
3,8
4,8
0,9
2,5
0,3
7,5
4,5
